H|vendor_id|ch_num|filing/id|filing/uid|filing/date|filing/title|filing/description|filing/url|filing/filing_type|filing/opencorporates_url|filing/filing_code|dummy_data
D|1226759|01046019|282848709|MzEwODEyODU4NGFkaXF6a2N4|2014-09-24|Termination of appointment of director |Termination of appointment of Douglas James Greenwell as a director on 2014-08-06||Termination of appointment of director |https://opencorporates.com/statements/282848709|TM01|x
D|1226759|01046019|122814816|MzEwODEyODU4NGFkaXF6a2N4|2014-09-24|Termination of appointment of director |Termination of appointment of Douglas James Greenwell as a director on 2014-08-06||Termination of appointment of director |https://opencorporates.com/statements/122814816|TM01|x
D|1226759|01046019|109828828|MzEwMDA2MDA4OGFkaXF6a2N4|2014-05-14|Annual Return|Annual return made up to 2014-04-10 with full list of shareholders||Annual Return|https://opencorporates.com/statements/109828828|AR01|x
D|1226759|01046019|282848710|MzEwMDA2MDA4OGFkaXF6a2N4|2014-05-14|Annual Return|Annual return made up to 2014-04-10 with full list of shareholders||Annual Return|https://opencorporates.com/statements/282848710|AR01|x
D|1226759|01046019|122814818|MzEwMDA2MDA4OGFkaXF6a2N4|2014-05-14|Annual Return|Annual return made up to 2014-04-10 with full list of shareholders||Annual Return|https://opencorporates.com/statements/122814818|AR01|x
D|1226759|01046019|109828829|MzA5OTQ3NTMxMmFkaXF6a2N4|2014-05-06|Annual Accounts|Full accounts made up to 2013-12-31||Annual Accounts|https://opencorporates.com/statements/109828829|AA|x
D|1226759|01046019|282848712|MzA5OTQ3NTMxMmFkaXF6a2N4|2014-05-06|Annual Accounts|Full accounts made up to 2013-12-31||Annual Accounts|https://opencorporates.com/statements/282848712|AA|x
D|1226759|01046019|122814820|MzA5OTQ3NTMxMmFkaXF6a2N4|2014-05-06|Annual Accounts|Full accounts made up to 2013-12-31||Annual Accounts|https://opencorporates.com/statements/122814820|AA|x
D|1226759|01046019|282848713|MzA5NjkyMDU4NWFkaXF6a2N4|2014-03-25|Return of allotment of shares|Statement of capital following an allotment of shares on 2014-01-14||Return of allotment of shares|https://opencorporates.com/statements/282848713|SH01|x
D|1226759|01046019|109828830|MzA5NjkyMDU4NWFkaXF6a2N4|2014-03-25|Return of allotment of shares|Statement of capital following an allotment of shares on 2014-01-14||Return of allotment of shares|https://opencorporates.com/statements/109828830|SH01|x
D|1226759|01046019|122814823|MzA5NjkyMDU4NWFkaXF6a2N4|2014-03-25|Return of allotment of shares|Statement of capital following an allotment of shares on 2014-01-14||Return of allotment of shares|https://opencorporates.com/statements/122814823|SH01|x
D|1508822|0637008|310448070|MzEzOTc1NTI0NmFkaXF6a2N4|2016-01-14|Termination of appointment of director |Termination of appointment of Christopher Charles Millard as a director on 2015-12-31||Termination of appointment of director |https://opencorporates.com/statements/310448070|TM01|x
D|1508822|0637008|304444527|MzEzNzI1MzE4M2FkaXF6a2N4|2015-12-10|Change of corporate secretary's details|Secretary's details changed for Bnoms Limited on 2015-12-09||Change of corporate secretary's details|https://opencorporates.com/statements/304444527|CH04|x
D|1508822|0637008|304444528|MzEzNzE0Mzk1MGFkaXF6a2N4|2015-12-09|Change of registered office address|Registered office address changed from 130 Wilton Road London SW1V 1LQ to 5 Churchill Place Canary Wharf London England E14 5HU on 2015-12-09||Change of registered office address|https://opencorporates.com/statements/304444528|AD01|x
D|1508822|0637008|279796677|MzEzMzc4NDk5MGFkaXF6a2N4|2015-10-26|Annual Return|Annual return made up to 2015-10-17 with full list of shareholders||Annual Return|https://opencorporates.com/statements/279796677|AR01|x
D|1508822|0637008|279796679|MzEzMzMyMjk4N2FkaXF6a2N4|2015-10-19|Appointment of corporate secretary|Appointment of Bnoms Limited as a secretary on 2015-10-01||Appointment of corporate secretary|https://opencorporates.com/statements/279796679|AP04|x
D|1508822|0637008|279796681|MzEzMzMyMjkyMWFkaXF6a2N4|2015-10-19|Termination of appointment of secretary|Termination of appointment of Gregory William Mutch as a secretary on 2015-09-30||Termination of appointment of secretary|https://opencorporates.com/statements/279796681|TM02|x
D|1508822|0637008|279796684|MzEyOTk1MjA3OGFkaXF6a2N4|2015-09-02|Annual Accounts|Full accounts made up to 2014-12-31||Annual Accounts|https://opencorporates.com/statements/279796684|AA|x
D|1508822|0637008|134765419|MzEyOTk1MjA3OGFkaXF6a2N4|2015-09-02|Annual Accounts|Full accounts made up to 2014-12-31||Annual Accounts|https://opencorporates.com/statements/134765419|AA|x
D|1508822|0637008|134765420|MzEyNjM0Mzg1M2FkaXF6a2N4|2015-07-02|Termination of appointment of director |Termination of appointment of Charles Nicholas Pollard as a director on 2015-07-01||Termination of appointment of director |https://opencorporates.com/statements/134765420|TM01|x
D|1508822|0637008|279796686|MzEyNjM0Mzg1M2FkaXF6a2N4|2015-07-02|Termination of appointment of director |Termination of appointment of Charles Nicholas Pollard as a director on 2015-07-01||Termination of appointment of director |https://opencorporates.com/statements/279796686|TM01|x
D|1508822|0637008|134765421|MzEyNDcyNzE1NGFkaXF6a2N4|2015-06-08|Appointment of director|Appointment of Dean Banks as a director on 2015-06-08||Appointment of director|https://opencorporates.com/statements/134765421|AP01|x
D|1508822|0637008|279796689|MzEyNDcyNzE1NGFkaXF6a2N4|2015-06-08|Appointment of director|Appointment of Dean Banks as a director on 2015-06-08||Appointment of director|https://opencorporates.com/statements/279796689|AP01|x
D|1508822|0637008|279796691|MzExODY3MzM3NmFkaXF6a2N4|2015-03-06|Appointment of director|Appointment of Doctor Christopher Charles Millard as a director on 2015-03-06||Appointment of director|https://opencorporates.com/statements/279796691|AP01|x
D|1508822|0637008|134765423|MzExODY3MzM3NmFkaXF6a2N4|2015-03-06|Appointment of director|Appointment of Doctor Christopher Charles Millard as a director on 2015-03-06||Appointment of director|https://opencorporates.com/statements/134765423|AP01|x
D|1508822|0637008|279796693|MzExNjQ5MTA2NGFkaXF6a2N4|2015-02-02|Termination of appointment of director |Termination of appointment of Neil Patterson as a director on 2015-01-30||Termination of appointment of director |https://opencorporates.com/statements/279796693|TM01|x
D|1508822|0637008|134765424|MzExNjQ5MTA2NGFkaXF6a2N4|2015-02-02|Termination of appointment of director |Termination of appointment of Neil Patterson as a director on 2015-01-30||Termination of appointment of director |https://opencorporates.com/statements/134765424|TM01|x
D|1508822|0637008|279796696|MzExNjQwOTMzNGFkaXF6a2N4|2015-01-30|Appointment of director|Appointment of John Keaveney as a director on 2015-01-30||Appointment of director|https://opencorporates.com/statements/279796696|AP01|x
D|1508822|0637008|134765425|MzExNjQwOTMzNGFkaXF6a2N4|2015-01-30|Appointment of director|Appointment of John Keaveney as a director on 2015-01-30||Appointment of director|https://opencorporates.com/statements/134765425|AP01|x
D|1508822|0637008|279796703|MzExMzQzNzk5OWFkaXF6a2N4|2014-12-13|Appointment of director|Appointment of Mr Stuart Edward Curl as a director on 2014-12-05||Appointment of director|https://opencorporates.com/statements/279796703|AP01|x
D|1508822|0637008|279796698|MzExMzQzODAwM2FkaXF6a2N4|2014-12-13|Termination of appointment of director |Termination of appointment of Beverley Edward John Dew as a director on 2014-12-05||Termination of appointment of director |https://opencorporates.com/statements/279796698|TM01|x
D|1508822|0637008|134765427|MzExMzQzODAwM2FkaXF6a2N4|2014-12-13|Termination of appointment of director |Termination of appointment of Beverley Edward John Dew as a director on 2014-12-05||Termination of appointment of director |https://opencorporates.com/statements/134765427|TM01|x
D|1508822|0637008|134765428|MzExMzQzNzk5OWFkaXF6a2N4|2014-12-13|Appointment of director|Appointment of Mr Stuart Edward Curl as a director on 2014-12-05||Appointment of director|https://opencorporates.com/statements/134765428|AP01|x
D|1508822|0637008|279796706|MzExMjAzNTQ3OGFkaXF6a2N4|2014-11-25|Termination of appointment of director |Termination of appointment of Mark Lloyd Cutler as a director on 2014-11-11||Termination of appointment of director |https://opencorporates.com/statements/279796706|TM01|x
D|1508822|0637008|134765430|MzExMjAzNTQ3OGFkaXF6a2N4|2014-11-25|Termination of appointment of director |Termination of appointment of Mark Lloyd Cutler as a director on 2014-11-11||Termination of appointment of director |https://opencorporates.com/statements/134765430|TM01|x
D|1508822|0637008|134765432|MzExMDYyODU4MWFkaXF6a2N4|2014-11-04|Annual Accounts|Full accounts made up to 2013-12-31||Annual Accounts|https://opencorporates.com/statements/134765432|AA|x
D|1508822|0637008|279796710|MzExMDYyODU4MWFkaXF6a2N4|2014-11-04|Annual Accounts|Full accounts made up to 2013-12-31||Annual Accounts|https://opencorporates.com/statements/279796710|AA|x
D|1508822|0637008|279796713|MzExMDA3NTk4MWFkaXF6a2N4|2014-10-24|Termination of appointment of director |Termination of appointment of Bill Kingwill as a director on 2014-10-24||Termination of appointment of director |https://opencorporates.com/statements/279796713|TM01|x
D|1508822|0637008|134765434|MzExMDA3NTk4MWFkaXF6a2N4|2014-10-24|Termination of appointment of director |Termination of appointment of Bill Kingwill as a director on 2014-10-24||Termination of appointment of director |https://opencorporates.com/statements/134765434|TM01|x
D|1508822|0637008|279796715|MzEwOTg5MTE5N2FkaXF6a2N4|2014-10-22|Appointment of director|Appointment of Charles Nicholas Pollard as a director on 2014-10-22||Appointment of director|https://opencorporates.com/statements/279796715|AP01|x
D|1508822|0637008|134765437|MzEwOTg5MTE5N2FkaXF6a2N4|2014-10-22|Appointment of director|Appointment of Charles Nicholas Pollard as a director on 2014-10-22||Appointment of director|https://opencorporates.com/statements/134765437|AP01|x
D|112317|04172275|311976072|MzEzOTExOTY5MmFkaXF6a2N4|2016-01-06|Filing dated 2016-01-06|Satisfaction of charge 3 in full|||https://opencorporates.com/statements/311976072|MR04|x
D|112317|04172275|278935428|MzEzMzAwOTMwMGFkaXF6a2N4|2015-10-17|Annual Accounts|Full accounts made up to 2015-01-31||Annual Accounts|https://opencorporates.com/statements/278935428|AA|x
D|112317|04172275|134048219|MzEyNjYyNzIyN2FkaXF6a2N4|2015-07-07|Annual Return|Annual return made up to 2015-06-29 with full list of shareholders||Annual Return|https://opencorporates.com/statements/134048219|AR01|x
D|112317|04172275|278935433|MzEyNjYyNzIyN2FkaXF6a2N4|2015-07-07|Annual Return|Annual return made up to 2015-06-29 with full list of shareholders||Annual Return|https://opencorporates.com/statements/278935433|AR01|x
D|112317|04172275|278935440|MzEyMjU0NjA4OWFkaXF6a2N4|2015-05-05|Appointment of director|Appointment of Mr David Gerard Fairman as a director on 2015-05-01||Appointment of director|https://opencorporates.com/statements/278935440|AP01|x
D|112317|04172275|278935436|MzEyMjU0NjUyMmFkaXF6a2N4|2015-05-05|Appointment of director|Appointment of Mr Martin John Fuller as a director on 2015-05-01||Appointment of director|https://opencorporates.com/statements/278935436|AP01|x
D|112317|04172275|134048220|MzEyMjU0NjUyMmFkaXF6a2N4|2015-05-05|Appointment of director|Appointment of Mr Martin John Fuller as a director on 2015-05-01||Appointment of director|https://opencorporates.com/statements/134048220|AP01|x
D|112317|04172275|134048221|MzEyMjU0NjA4OWFkaXF6a2N4|2015-05-05|Appointment of director|Appointment of Mr David Gerard Fairman as a director on 2015-05-01||Appointment of director|https://opencorporates.com/statements/134048221|AP01|x
D|112317|04172275|278935443|MzEwODk4ODMyMGFkaXF6a2N4|2014-10-09|Annual Accounts|Full accounts made up to 2014-01-31||Annual Accounts|https://opencorporates.com/statements/278935443|AA|x
D|112317|04172275|134048222|MzEwODk4ODMyMGFkaXF6a2N4|2014-10-09|Annual Accounts|Full accounts made up to 2014-01-31||Annual Accounts|https://opencorporates.com/statements/134048222|AA|x
D|112317|04172275|134048223|MzEwMzEzMTk5NmFkaXF6a2N4|2014-07-03|Annual Return|Annual return made up to 2014-06-29 with full list of shareholders||Annual Return|https://opencorporates.com/statements/134048223|AR01|x
D|112317|04172275|278935446|MzEwMzEzMTk5NmFkaXF6a2N4|2014-07-03|Annual Return|Annual return made up to 2014-06-29 with full list of shareholders||Annual Return|https://opencorporates.com/statements/278935446|AR01|x
D|112317|04172275|134048224|MzA4NjczMDQwM2FkaXF6a2N4|2013-10-10|Annual Accounts|Full accounts made up to 2013-01-31||Annual Accounts|https://opencorporates.com/statements/134048224|AA|x
D|112317|04172275|278935449|MzA4NjczMDQwM2FkaXF6a2N4|2013-10-10|Annual Accounts|Full accounts made up to 2013-01-31||Annual Accounts|https://opencorporates.com/statements/278935449|AA|x
D|112317|04172275|134048225|MzA4MDc1NTU2MmFkaXF6a2N4|2013-07-01|Annual Return|Annual return made up to 2013-06-29 with full list of shareholders||Annual Return|https://opencorporates.com/statements/134048225|AR01|x
D|112317|04172275|278935453|MzA4MDc1NTU2MmFkaXF6a2N4|2013-07-01|Annual Return|Annual return made up to 2013-06-29 with full list of shareholders||Annual Return|https://opencorporates.com/statements/278935453|AR01|x
D|112317|04172275|134048228|MzA2NDkwMTQxMmFkaXF6a2N4|2012-09-27|Termination of appointment of secretary|Termination of appointment of Adam Piercy as a secretary||Termination of appointment of secretary|https://opencorporates.com/statements/134048228|TM02|x
D|112317|04172275|278935456|MzA2NDkwMTQxMmFkaXF6a2N4|2012-09-27|Termination of appointment of secretary|Termination of appointment of Adam Piercy as a secretary||Termination of appointment of secretary|https://opencorporates.com/statements/278935456|TM02|x
D|112317|04172275|278935459|MzA2NDkwMTM5NGFkaXF6a2N4|2012-09-27|Appointment of secretary|Appointment of Mr Alex Wade as a secretary||Appointment of secretary|https://opencorporates.com/statements/278935459|AP03|x
D|112317|04172275|134048230|MzA2NDkwMTM5NGFkaXF6a2N4|2012-09-27|Appointment of secretary|Appointment of Mr Alex Wade as a secretary||Appointment of secretary|https://opencorporates.com/statements/134048230|AP03|x
D|112317|04172275|278935462|MzA2NDc3NjY0MWFkaXF6a2N4|2012-09-26|Annual Accounts|Full accounts made up to 2012-01-31||Annual Accounts|https://opencorporates.com/statements/278935462|AA|x
D|112317|04172275|134048231|MzA2NDc3NjY0MWFkaXF6a2N4|2012-09-26|Annual Accounts|Full accounts made up to 2012-01-31||Annual Accounts|https://opencorporates.com/statements/134048231|AA|x
D|112317|04172275|134048232|MzA2MTIyOTY4MWFkaXF6a2N4|2012-07-23|Annual Return|Annual return made up to 2012-06-29 with full list of shareholders||Annual Return|https://opencorporates.com/statements/134048232|AR01|x
D|112317|04172275|278935465|MzA2MTIyOTY4MWFkaXF6a2N4|2012-07-23|Annual Return|Annual return made up to 2012-06-29 with full list of shareholders||Annual Return|https://opencorporates.com/statements/278935465|AR01|x
D|112317|04172275|134048233|MzA1NzU4NzU5N2FkaXF6a2N4|2012-05-10|Particulars of a mortgage or charge|Particulars of a mortgage or charge / charge no: 4||Particulars of a mortgage or charge|https://opencorporates.com/statements/134048233|MG01|x
D|112317|04172275|278935468|MzA1NzU4NzU5N2FkaXF6a2N4|2012-05-10|Particulars of a mortgage or charge|Particulars of a mortgage or charge / charge no: 4||Particulars of a mortgage or charge|https://opencorporates.com/statements/278935468|MG01|x
D|112317|04172275|134048234|MzA0MjkzOTkyOWFkaXF6a2N4|2011-08-30|Annual Accounts|Full accounts made up to 2011-01-31||Annual Accounts|https://opencorporates.com/statements/134048234|AA|x
D|112317|04172275|278935473|MzA0MjkzOTkyOWFkaXF6a2N4|2011-08-30|Annual Accounts|Full accounts made up to 2011-01-31||Annual Accounts|https://opencorporates.com/statements/278935473|AA|x
D|112317|04172275|134048235|MzA0MDEyNTA1OGFkaXF6a2N4|2011-07-05|Particulars of a mortgage or charge|Particulars of a mortgage or charge / charge no: 3||Particulars of a mortgage or charge|https://opencorporates.com/statements/134048235|MG01|x
D|112317|04172275|278935476|MzA0MDEyNTA1OGFkaXF6a2N4|2011-07-05|Particulars of a mortgage or charge|Particulars of a mortgage or charge / charge no: 3||Particulars of a mortgage or charge|https://opencorporates.com/statements/278935476|MG01|x
