supplier_name,org_type,total_spend,YYYY
TREE LEGAL LIMITED,SMALL BUSINESS,3806.3,2012
FAMILY RISK ASSESSMENT LTD,SMALL BUSINESS,11445.48,2011
SECKER & SONS (NORWICH) LIMITED,SMALL BUSINESS,2526,2012
ARCO LIMITED,MEDIUM / LARGE,2119.52,2011
BEESHAW CARE LIMITED,SMALL BUSINESS,231516,2011
R82 UK LIMITED,MEDIUM / LARGE,44030.1,2014
HOLMLEIGH CARE HOMES LIMITED,MEDIUM / LARGE,105726.96,2011
TYRELL & BROWN (NORFOLK) LIMITED,SMALL BUSINESS,163299.42,2012
HEALTHWATCH NORFOLK,NOT DEFINED,225.88,2014
MID-NORFOLK MENCAP,MEDIUM / LARGE,350184.22,2014
KAPLAN PUBLISHING LIMITED,MEDIUM / LARGE,15978,2011
T.GILL & SON(NORWICH)LIMITED,SMALL BUSINESS,8578840.5,2011
DOCUMATION SOFTWARE LIMITED,SMALL BUSINESS,14819.34,2011
FISHER HEALTHCARE LTD,,23578.24,2012
AMEY LG LIMITED,MEDIUM / LARGE,33542.18,2013
FIRST IMPRESSION LIMOS LIMITED,SMALL BUSINESS,42959.22,2013
BRECKLAND TAXIS LIMITED,SMALL BUSINESS,31311.5,2013
BROOKFIELD CARE HOME LIMITED,SMALL BUSINESS,43491.42,2011
K VALLEY LIMITED,SMALL BUSINESS,4320,2011
DORMIE HOUSE RESIDENTIAL CARE HOME,,164150.56,2014
W.T. PARKER GROUP LTD.,MEDIUM / LARGE,12203.34,2012
INSPIRATECH 2000 LIMITED,SMALL BUSINESS,5000,2011
RYDAL AVENUE,,69120,2013
THE BENJAMIN FOUNDATION,CHARITY,337849.84,2011
DELTA CARS 2013 LTD,NOT DEFINED,14171,2012
JEESAL RESIDENTIAL CARE SERVICES LIMITED,MEDIUM / LARGE,6717488.56000001,2012
ELECTRICAL & MECHANICAL CONTROLS LIMITED,SMALL BUSINESS,6632,2014
SG WORLD LIMITED,MEDIUM / LARGE,2170,2014
ORBIT GROUP LIMITED,NOT DEFINED,928174.8,2014
ONE SERENITY LTD,NOT DEFINED,45369.34,2013
IF CARDBOARD CREATIONS LIMITED,MEDIUM / LARGE,4581.6,2012
CAREFORCE GROUP PLC,NOT DEFINED,359951.76,2011
OPTIMA DIAGNOSTICS LIMITED,SMALL BUSINESS,11300,2014
SNELLING BUSINESS SYSTEMS LIMITED,MEDIUM / LARGE,100109.06,2011
GKR & PARTNERS LIMITED,NOT DEFINED,1234.2,2012
CASSAVA LTD,SMALL BUSINESS,13440.44,2011
ARCHANT REGIONAL LIMITED,NOT DEFINED,50825.18,2012
CREDITON CARE & SUPPORT HOMES LIMITED,SMALL BUSINESS,138086.84,2012
NORVIC TRAINING (UK) LTD.,SMALL BUSINESS,1800,2011
KINDERKEY HEALTHCARE LIMITED,SMALL BUSINESS,1930,2011
NPS SOUTH EAST LIMITED,MEDIUM / LARGE,263623.8,2012
BRINGHIGH LIMITED,SMALL BUSINESS,1329.44,2013
STARDON (NORWICH) LIMITED,MEDIUM / LARGE,12940,2014
ORWELL MENCAP,MEDIUM / LARGE,6403.84,2014
MISS SAIGON LTD,SMALL BUSINESS,1320,2013
M. ENGLISH SECURITY LTD,SMALL BUSINESS,5510.36,2012
MOORVIEW HOUSE LIMITED,SMALL BUSINESS,14765.74,2014
FAST CORPORATE SERVICES LTD,,43440,2013
EASTERN HEALTHCARE LTD,NOT DEFINED,799278.380000003,2013
DORRINGTON HOUSE (DEREHAM),,1349735.04000001,2012
PROACTIVE APPOINTMENTS LIMITED,MEDIUM / LARGE,44800,2014
ACCESS POINT LTD,SMALL BUSINESS,14964.4,2011
BUPA CARE SERVICES LIMITED,MEDIUM / LARGE,242733.48,2011
SANCTUARY CARE LIMITED,MEDIUM / LARGE,44116.8,2012
"LANE, JEFFERIES & ASSOCIATES LIMITED",SMALL BUSINESS,7600,2011
ARMSCARE LIMITED,SMALL BUSINESS,1198340.26,2011
WRITERS' CENTRE NORWICH,MEDIUM / LARGE,7169.64,2014
ADRO INTERNATIONAL TRAINING LTD,NOT DEFINED,5800,2012
L.R. WYARD-SCOTT LIMITED,SMALL BUSINESS,9426.4,2013
ACORN BUILDING SERVICES NORFOLK LTD,SMALL BUSINESS,2515.98,2013
CHURCHILL CATERING LIMITED,SMALL BUSINESS,5441.76,2011
THE FIRS CARE HOME (CALNE) LIMITED,SMALL BUSINESS,20148,2012
PJD LANDFILL SERVICES LIMITED,SMALL BUSINESS,16871.16,2013
NOISEBOX DIGITAL MEDIA LIMITED,SMALL BUSINESS,1260,2011
MINES RESCUE SERVICE LIMITED,MEDIUM / LARGE,20076,2012
BIBBY FACTORS LIMITED,MEDIUM / LARGE,2000,2012
WAREHOUSE EXPRESS LIMITED,MEDIUM / LARGE,5435.18,2011
BLOOM CONSTRUCTION LTD,MEDIUM / LARGE,14245.2,2013
COLLISON AND ASSOCIATES LIMITED,SMALL BUSINESS,4500,2014
CROSS & SANSAM LIMITED,SMALL BUSINESS,3840,2011
NEOPOST FINANCE LIMITED,MEDIUM / LARGE,21068.08,2012
TARMAC LIMITED,MEDIUM / LARGE,19153405.84,2014
ACCESS APPRAISALS LIMITED,SMALL BUSINESS,1240,2012
SIGNS EXPRESS LIMITED,SMALL BUSINESS,10860.92,2011
K. T. DESIGN LTD.,SMALL BUSINESS,25325,2012
PINSENT MASONS LLP,MEDIUM / LARGE,13769.1,2011
B & C HOLT LTD.,SMALL BUSINESS,21499.94,2012
J. EDWARDS & SON (FUNERAL DIRECTORS) LIMITED,NOT DEFINED,5200,2013
CASTLE ELECTRICAL SERVICES LIMITED,SMALL BUSINESS,1800,2011
AFI GROUP LIMITED,MEDIUM / LARGE,16057.48,2012
DEREHAM TAXIS LIMITED,SMALL BUSINESS,181972,2014
COLAS LIMITED,MEDIUM / LARGE,82854.88,2011
CRYSTAL CARE AND SUPPORT LIMITED,NOT DEFINED,587068.14,2012
ENVIROCO LIMITED,MEDIUM / LARGE,88293.46,2013
ACCUMULI SECURITY TECHNOLOGY LIMITED,MEDIUM / LARGE,3403.2,2012
PILGRIM HOMES TRADING LTD,MEDIUM / LARGE,24792,2013
R K BURT & COMPANY LIMITED,SMALL BUSINESS,940,2012
ASPIRES LIMITED,SMALL BUSINESS,35633.08,2013
G AND S SMIRTHWAITE LTD.,SMALL BUSINESS,28047.8,2014
LITTLE SHIPS LEASING LIMITED,SMALL BUSINESS,10743.56,2012
DRAPER & NICHOLS LIMITED,SMALL BUSINESS,218271.06,2013
ONE AGENCY LTD,NOT DEFINED,22994,2011
BUDDI LIMITED,SMALL BUSINESS,16680,2013
KESTREL FURNITURE (NORWICH) LIMITED,SMALL BUSINESS,1766.7,2012
THE VIEWPOINT ORGANISATION LIMITED,SMALL BUSINESS,12400,2012
RAIL SETTLEMENT PLAN LIMITED,MEDIUM / LARGE,75245.1,2014
VIDEO RESCUE LIMITED,SMALL BUSINESS,13767,2011
GO ADVANCED LIMITED,SMALL BUSINESS,4800,2014
TAXI KO LIMITED,NOT DEFINED,30402,2011
FAIRPORT CARE SERVICES LIMITED,SMALL BUSINESS,882503,2011
EVENTGUARD LIMITED,MEDIUM / LARGE,2470,2014
SES AVOCET LIMITED,SMALL BUSINESS,904493.16,2013
DELCOM SYSTEMS LIMITED,SMALL BUSINESS,4608,2012
AITKEN HOUSE,,174089.8,2012
SBDP1 LIMITED,SMALL BUSINESS,392086.539999999,2014
A.B. CHEMISTS LTD,SMALL BUSINESS,2588,2013
RAINBOW CHILDREN'S NURSERY LIMITED,MEDIUM / LARGE,2718.3,2011
STEPPING STONES DAY NURSERY & NURSERY SCHOOL LIMITED,SMALL BUSINESS,24.6,2014
WAVENEY SURFACING LIMITED,SMALL BUSINESS,201699.28,2011
PERFECT ENGINEERING LIMITED,MEDIUM / LARGE,409,2014
VALENTINE LODGE,,20331.34,2011
BROADLAND FLOORING LTD,SMALL BUSINESS,1186,2013
CARETECH UK LIMITED,SMALL BUSINESS,32525.88,2014
PEVERELL CARE HOME,,61924.14,2011
HETHEL INNOVATION LTD,NOT DEFINED,221103.8,2014
SCANIA (GREAT BRITAIN) LIMITED,MEDIUM / LARGE,1405.72,2011
T. M. BROWNE LIMITED,SMALL BUSINESS,534093.9,2012
LEES FLOORING LIMITED,SMALL BUSINESS,12838,2013
CAPITA PROPERTY AND INFRASTRUCTURE LIMITED,MEDIUM / LARGE,92927.78,2011
THE IMC GROUP LIMITED,SMALL BUSINESS,11445,2014
ABATE LIMITED,SMALL BUSINESS,861,2014
LAUREL LODGE LIMITED,SMALL BUSINESS,242709.28,2012
THE DISABILITIES TRUST,MEDIUM / LARGE,30429.18,2014
SENAD LIMITED,MEDIUM / LARGE,211510.84,2011
LARCHWOOD CARE LIMITED,MEDIUM / LARGE,17151.42,2013
RESOLUTION (GB) LTD,SMALL BUSINESS,4856,2013
OPENING THE BOOK LIMITED,SMALL BUSINESS,56213.2,2013
HPC PUBLIC LIMITED COMPANY,MEDIUM / LARGE,3276.92,2011
GREAT YARMOUTH COLLEGE,EDUCATION,8141.46,2014
JBF CONSTRUCTION (NORWICH) LIMITED,SMALL BUSINESS,261188.22,2012
TUNSTALL HEALTHCARE (UK) LIMITED,MEDIUM / LARGE,242421.72,2012
ABLE HEALTH CARE LIMITED,SMALL BUSINESS,559343.4,2011
CARMINE LIMITED,NOT DEFINED,435292.82,2011
INGLEMERE HOUSE RESIDENTIAL HOME,,202176,2013
PREMIER TRAINING ACADEMY LIMITED,SMALL BUSINESS,2664,2012
R B TRUCKS LIMITED,SMALL BUSINESS,23144.3,2012
FAIRWAYS CARE LIMITED,MEDIUM / LARGE,51257.14,2013
CREATION BAUMANN LTD,SMALL BUSINESS,4501.5,2013
CHAPELFIELD CHILDREN'S DAY NURSERY LIMITED,SMALL BUSINESS,28899.96,2012
"BOWERS & BARR,LIMITED",SMALL BUSINESS,6209.06,2011
ABERMED LIMITED,MEDIUM / LARGE,880,2012
ALPHEUS ENVIRONMENTAL LIMITED,MEDIUM / LARGE,69435.92,2013
WRIGHT FOUNDATION LIMITED,NOT DEFINED,1190,2013
WORLD OF BEDS (COLCHESTER) LTD,SMALL BUSINESS,1039.9,2011
CONTACTENGINE LIMITED,SMALL BUSINESS,31979.1,2011
A S T SYSTEMS LIMITED,SMALL BUSINESS,3230,2012
NHS PROPERTY SERVICES LIMITED,NOT DEFINED,4750,2014
PARK HOTEL (BRYN) LIMITED,NOT DEFINED,7456.64,2012
GOTELEE & GOLDSMITH LIMITED,NOT DEFINED,2160,2013
MTM YOUTH SERVICES CIC,SMALL BUSINESS,100000,2013
NORWICH CAR HIRE LIMITED,NOT DEFINED,1596,2011
GARNER MEDICAL LIMITED,SMALL BUSINESS,33100,2012
WALTON DESIGNS LIMITED,SMALL BUSINESS,860,2011
VODAFONE CORPORATE LIMITED,NOT DEFINED,826547.28,2011
MEADOWBLUE LIMITED,SMALL BUSINESS,861271.46,2011
CARING IN CARE LIMITED,SMALL BUSINESS,190399.2,2013
MICHELMORES LLP,MEDIUM / LARGE,7200000,2013
SUNNYCROFT CARE HOME,,1480365.48000001,2013
LANE FINE ART LIMITED,MEDIUM / LARGE,9804.4,2012
PROCTOR UK LIMITED,SMALL BUSINESS,27674.22,2012
CHRISTIE MANSON & WOODS LIMITED,MEDIUM / LARGE,10920,2011
VELTSHAW BUILDERS LIMITED,SMALL BUSINESS,677042.94,2011
HEWITT-HILL LIMITED,SMALL BUSINESS,172835.48,2014
BRASS AGE LIMITED,SMALL BUSINESS,39618.46,2011
WHITE HORSE INN ACCOMMODATION LIMITED,,4590.28,2011
PHOENIX MONTESSORI NURSERY (WEST NORFOLK) LIMITED,SMALL BUSINESS,15547.4,2011
EDMUNDSON ELECTRICAL LIMITED,MEDIUM / LARGE,3874.8,2012
CHARACTERS (DRAMA BASED LEARNING) LIMITED,SMALL BUSINESS,13533.08,2012
NORFOLK TOURIST ATTRACTIONS ASSOCIATION LIMITED,SMALL BUSINESS,16400,2012
CP PROPCO 2 LIMITED,MEDIUM / LARGE,149140.88,2014
SATURN AUDIO VISUAL LIMITED,SMALL BUSINESS,159392.32,2011
FREDERICK HYDE LIMITED,SMALL BUSINESS,2830,2013
WILD FRONTIER ECOLOGY LIMITED,SMALL BUSINESS,7800,2011
BABYLAND NORWICH LIMITED,MEDIUM / LARGE,8046.3,2011
COUTTS INFORMATION SERVICES LIMITED,MEDIUM / LARGE,11082,2012
H. SMITH & SONS (HONINGHAM) LIMITED,SMALL BUSINESS,12678.7,2013
DIRECT CARE LIMITED,SMALL BUSINESS,17970.12,2013
WESTHOLME LIMITED,MEDIUM / LARGE,61867,2011
ISITE CONNECTIONS LIMITED,NOT DEFINED,37152.94,2012
FIREFIGHTER PROTECTION UK LIMITED,SMALL BUSINESS,6164.4,2013
AFFINITY TRUST,MEDIUM / LARGE,1060087.06,2014
SAMUEL GEDGE LTD,SMALL BUSINESS,2975,2011
HILTON COMMUNITY SERVICES LIMITED,SMALL BUSINESS,1049740.72,2013
DRIVE PRO-FLEET TRAINING LIMITED,SMALL BUSINESS,9.22,2014
R. WRIGHT ACCOUNTANCY SERVICES LIMITED,NOT DEFINED,48018.26,2011
HAZEL HOUSE NURSING HOME LIMITED,SMALL BUSINESS,17820,2011
INFORMA UK LIMITED,MEDIUM / LARGE,1608,2013
HUSSEY KNIGHTS LIMITED,SMALL BUSINESS,899.64,2012
SYCAL UMBRELLAS PRINT & PROMOTIONS LIMITED,SMALL BUSINESS,7469.8,2014
CRAMER MUSIC LIMITED,MEDIUM / LARGE,3243.88,2011
CYGNET CARE LIMITED,SMALL BUSINESS,452717.92,2011
M & H CARE LTD,MEDIUM / LARGE,202245.68,2011
CHOSEN CARE LIMITED,SMALL BUSINESS,44800,2014
FIRST MOVE FURNISHAID LTD,MEDIUM / LARGE,1339.5,2014
D.WILLIAMSON LIMITED,,1020,2011
BEACON CARE HOMES LIMITED,SMALL BUSINESS,165281.86,2013
RESTORACTIVE LIMITED,MEDIUM / LARGE,5000,2012
ATTICUS RESEARCH LIMITED,SMALL BUSINESS,16829,2012
MCKENZIE PHILIPS ACCOUNTANTS LIMITED,NOT DEFINED,150000,2011
LAFARGE AGGREGATES LIMITED,MEDIUM / LARGE,18802.26,2013
HORIZON HEALTH C.I.C.,SMALL BUSINESS,6600,2013
ADEN HOUSE LIMITED,MEDIUM / LARGE,21047.76,2013
R.J. FRANCIS & CO. LIMITED,SMALL BUSINESS,100293.16,2011
WAVENEY VALLEY AQUAPONICS LIMITED,SMALL BUSINESS,66601.86,2012
INTERSPIRO LIMITED,SMALL BUSINESS,4086.6,2013
BUREAU VERITAS UK LIMITED,MEDIUM / LARGE,1754.4,2011
CHRISTAL SEAS SCUBA LIMITED,SMALL BUSINESS,871.74,2012
NATIONAL TRAINING RESOURCES LIMITED,SMALL BUSINESS,1036,2011
MARDLE YOUTH PROJECT LTD,SMALL BUSINESS,3831.34,2011
GANDLAKE LIMITED,SMALL BUSINESS,16070.4,2014
THE NORWICH CITY FOOTBALL CLUB HISTORICAL TRUST,MEDIUM / LARGE,1220,2012
DEREK GLADWIN LIMITED,MEDIUM / LARGE,33048.48,2012
HARROD HORTICULTURAL LIMITED,NOT DEFINED,990.9,2011
TILL ROLLS DIRECT LIMITED,NOT DEFINED,16956,2011
ROOKSTONE LTD,,6224,2012
DAISY COMMUNICATIONS LTD.,MEDIUM / LARGE,7376.88,2013
THURLOW NUNN (HOLDINGS) LIMITED,MEDIUM / LARGE,6365.24,2011
VAISALA LIMITED,MEDIUM / LARGE,107446,2011
FORWARD DAY CENTRE LIMITED,MEDIUM / LARGE,235474.76,2014
BARNHAMS (GROUP) LIMITED,NOT DEFINED,16774.78,2012
NORWICH INSTRUMENT SERVICES LIMITED,SMALL BUSINESS,1035.96,2012
SANDERS COACHES LIMITED,SMALL BUSINESS,1720671.92,2014
T. HAYNES CHORLEY & COMPANY LIMITED,SMALL BUSINESS,3150.4,2014
NORFOLK CLEANING LTD,SMALL BUSINESS,3150,2012
BEEHIVE FOLDING PARTITIONS LIMITED,SMALL BUSINESS,1364,2011
ENVERITY LIMITED,SMALL BUSINESS,1680,2011
GROVE PLANT & TOOL HIRE LIMITED,MEDIUM / LARGE,25975.34,2014
WOODHAVEN HOMES LIMITED,SMALL BUSINESS,21497.24,2011
PRESTIGE CARE LIMITED,MEDIUM / LARGE,28312.32,2013
YOTTA LIMITED,MEDIUM / LARGE,39073.92,2013
MORRIS & ALEXANDER LIMITED,SMALL BUSINESS,1936.8,2012
CAREWATCH (NORWICH),,187859.84,2013
TREES PARK (EAST HAM) LIMITED,SMALL BUSINESS,65000,2012
FLYING COLOURS FOSTER CARE LIMITED,SMALL BUSINESS,25600,2011
SILVER TAXIS LIMITED,,31140,2013
GLASS & GLAZING SOLUTIONS LIMITED,SMALL BUSINESS,40398.54,2013
FRIARS 709 LIMITED,NOT DEFINED,5798,2013
THERA SOUTH WEST,MEDIUM / LARGE,3248,2012
LUSHER CONTRACTS LIMITED,SMALL BUSINESS,331833.7,2011
SOCIALB LIMITED,SMALL BUSINESS,2000,2012
CUSTOM GROUP LIMITED,SMALL BUSINESS,28901.62,2012
BARLEYCROFT CARE HOME LTD,SMALL BUSINESS,10010.52,2014
GOODWOOD CARE HOMES LIMITED,SMALL BUSINESS,547667.24,2011
PROGRESS PATHWAYS LIMITED,SMALL BUSINESS,1273702.32,2012
RICOH UK LIMITED,MEDIUM / LARGE,298631.36,2011
BOWERFIELD HOUSE LIMITED,MEDIUM / LARGE,14712.6,2014
XENODU LIMITED,SMALL BUSINESS,4830.8,2013
PASSENGER LIFT SERVICES LIMITED,SMALL BUSINESS,669050.38,2013
BROADWOOD EDUCATIONAL SERVICES LIMITED,MEDIUM / LARGE,506551.52,2011
SUNSHINE HOMECARE LIMITED,SMALL BUSINESS,85793.34,2013
ENTERPRISE PRIVATE HIRE LIMITED,SMALL BUSINESS,360916.64,2014
THOROUGHBRED INDUSTRIAL DOORS LIMITED,SMALL BUSINESS,5540.3,2014
NORFOLK MARINE (CHANDLERS) LIMITED,SMALL BUSINESS,158.52,2014
LONDON EASTERN RAILWAY LIMITED,MEDIUM / LARGE,381603.56,2011
CLAXTON MANOR ESTATE LIMITED,SMALL BUSINESS,6400,2011
ANGLIAN ARCHIVES LIMITED,SMALL BUSINESS,62983.16,2011
ADDERLEY HOUSE LIMITED,SMALL BUSINESS,93674.06,2013
SWIFT TAXIS & PRIVATE HIRE LTD,SMALL BUSINESS,973902.38,2012
MORGAN FIRE PROTECTION LIMITED,SMALL BUSINESS,2361,2013
KINGS LYNN AND WEST NORFOLK BOROUGH COUNCIL,,2125132,2011
ELEC-TECH ELECTRICAL SERVICES LIMITED,SMALL BUSINESS,39343.36,2011
THE CHESTNUTS RESIDENTIAL CARE HOME,,143039.22,2014
NAMCO OPERATIONS EUROPE LIMITED,MEDIUM / LARGE,903.74,2011
WOLTERS KLUWER (UK) LIMITED,MEDIUM / LARGE,300,2014
WEST SUFFOLK HEADWAY LIMITED,MEDIUM / LARGE,2597.8,2014
OPENING DOORS,CHARITY,7900.28,2014
TAITT CONSULTING LIMITED,SMALL BUSINESS,95600,2011
COPYDATA LIMITED,SMALL BUSINESS,1718.06,2013
EXPRESSO BAR LTD,MEDIUM / LARGE,54137.14,2012
BENELL CARE SERVICES LTD.,SMALL BUSINESS,122996.04,2012
RAZZ UK LIMITED,SMALL BUSINESS,5950,2011
CLOCK PHARMACY LIMITED,NOT DEFINED,7114,2013
SHL GROUP LIMITED,MEDIUM / LARGE,259.2,2014
GLASS'S INFORMATION SERVICES LIMITED,MEDIUM / LARGE,1398,2013
FLINDERS ASSOCIATES LTD,SMALL BUSINESS,3400,2012
LLOYDS TSB COMMERCIAL FINANCE LIMITED,MEDIUM / LARGE,295230.3,2011
GOLDING AUDIO LIMITED,SMALL BUSINESS,5007.8,2013
S GOTTS DIGGER HIRE LTD,NOT DEFINED,29500,2013
NEWEY & EYRE LIMITED,NOT DEFINED,32775,2011
PARENTS AS FIRST TEACHERS UK LIMITED,SMALL BUSINESS,1000,2012
ADCOCK REFRIGERATION AND AIR CONDITIONING LIMITED,MEDIUM / LARGE,50588.7,2011
PARTNERSHIPS IN CARE LIMITED,MEDIUM / LARGE,33166.8,2012
AUGUSTA CARE LIMITED,SMALL BUSINESS,208820.26,2011
ECON ENGINEERING LIMITED,MEDIUM / LARGE,85608.0000000002,2014
NORTHCROFT FABRICS LIMITED,,1995,2013
DALE OFFICE INTERIORS LLP,NOT DEFINED,172921.78,2013
BATHEX (BATHROOM & ACCESSORIES) LIMITED,MEDIUM / LARGE,1680,2012
CAREWELL HOMES LIMITED,MEDIUM / LARGE,42056,2013
CONNAUGHT HALL,CHARITY,1080,2013
RENTEQ TRAFFIC MANAGEMENT LIMITED,MEDIUM / LARGE,5520,2013
SYS CONSULTING LIMITED,MEDIUM / LARGE,6000,2011
HELLENDOORN HEALTHCARE LIMITED,SMALL BUSINESS,26571.42,2012
TICKETS.COM LIMITED,MEDIUM / LARGE,9962.32,2011
D PAISLEY QUALITY BUTCHERS & DELICATESSEN LIMITED,SMALL BUSINESS,1120,2012
KGB COMMERCIAL HEATING LIMITED,NOT DEFINED,3415.4,2011
4IMPRINT DIRECT LIMITED,MEDIUM / LARGE,4953.6,2014
ENVIRO MEDICAL LIMITED,SMALL BUSINESS,34489.72,2011
KONICA MINOLTA BUSINESS SOLUTIONS (UK) LIMITED,MEDIUM / LARGE,6513.6,2014
SIDHIL LIMITED,MEDIUM / LARGE,19442,2012
VALLEY TRACTION SERVICES LIMITED,SMALL BUSINESS,900,2011
RESIDE HOUSING ASSOCIATION LIMITED,NOT DEFINED,32516.16,2013
MOMART LIMITED,MEDIUM / LARGE,94871.14,2011
ANCHOR TRUST,MEDIUM / LARGE,13126.16,2014
VEOLIA BIOENERGY UK LIMITED,MEDIUM / LARGE,3460.94,2012
NETWORK INTERVENTIONS LIMITED,SMALL BUSINESS,150256.96,2011
CLICKERS ARCHERY LTD,SMALL BUSINESS,2364.4,2011
PATTERSON MEDICAL LIMITED,MEDIUM / LARGE,22227.4,2013
"FRED,LONG & SONS LIMITED",SMALL BUSINESS,26057.52,2013
KIER CONSTRUCTION LIMITED,MEDIUM / LARGE,24238655.66,2011
THE RED CAT PARTNERSHIP LIMITED,SMALL BUSINESS,7203.6,2011
ASURE SOFTWARE UK LIMITED,MEDIUM / LARGE,4800,2012
QUBIQA LIMITED,NOT DEFINED,1500,2011
ABBEY CARS (CHERTSEY) LIMITED,SMALL BUSINESS,10588,2013
SUNBEAM LUXURY COACHES LIMITED,SMALL BUSINESS,46256,2011
PROPORTION LONDON LIMITED,MEDIUM / LARGE,960,2011
DOOR REPAIR SERVICES LTD,NOT DEFINED,2102.9,2012
INFORMATION DECISIONS LTD,SMALL BUSINESS,5600,2011
MILLENNIUM BUSINESS SYSTEMS LIMITED,MEDIUM / LARGE,1168,2012
NORTH LYNN DISCOVERY LIMITED,CHARITY,12894.84,2012
HUGH STEEPER LIMITED,MEDIUM / LARGE,2600,2013
PINFORD END LIMITED,SMALL BUSINESS,10032,2013
KIDS & CO,CHARITY,1732.8,2012
BINDER LIMITED,SMALL BUSINESS,49736.4,2013
SOLOGICAL SOLUTIONS LIMITED,NOT DEFINED,4950,2012
THE PADDOCKS CARE HOME LTD,MEDIUM / LARGE,1896760.96,2012
GEOWISE LIMITED,SMALL BUSINESS,10712.5,2011
WRC P.L.C.,MEDIUM / LARGE,8740,2012
GREENWICH LEISURE LTD,NOT DEFINED,83.18,2014
ADMIRAL CIVIL ENGINEERING LIMITED,SMALL BUSINESS,134311.16,2013
SPECIAL VEHICLE PREPARATIONS LIMITED,SMALL BUSINESS,5195.52,2011
SUNNYSIDE TOTAL SERVICES LTD,SMALL BUSINESS,1400,2011
24 X 7 LTD.,SMALL BUSINESS,75063.98,2011
DOLPHIN AUTOS (NORWICH) LIMITED,SMALL BUSINESS,241402.98,2012
HILLVIEW CARE LIMITED,SMALL BUSINESS,15137.92,2014
"HANNAH, REED AND ASSOCIATES LIMITED",MEDIUM / LARGE,5000,2014
CONNEVANS LIMITED,SMALL BUSINESS,19249.18,2011
PLANTSCAPE EXTERIOR LIMITED,SMALL BUSINESS,7992,2011
CHERRY TREE LODGE LIMITED,SMALL BUSINESS,2377.7,2011
CLUB VITA LLP,MEDIUM / LARGE,20000,2011
FINNEY OF GAYWOOD LIMITED,SMALL BUSINESS,62402,2011
DEREHAM COACHWAYS LIMITED,SMALL BUSINESS,240885.28,2011
BOC LIMITED,MEDIUM / LARGE,2377.6,2011
VIVACITY CULTURE AND LEISURE,CHARITY,12000,2013
GROUPCALL LIMITED,SMALL BUSINESS,20000,2012
PROJECT HR CONSULTANTS LIMITED,SMALL BUSINESS,15921.6,2012
PC ENVIRONMENTAL LIMITED,SMALL BUSINESS,1930,2012
LEX AUTOLEASE LIMITED,MEDIUM / LARGE,49786.38,2014
ACCUDATA LIMITED,SMALL BUSINESS,1030,2013
BT GLOBAL SERVICES LIMITED,MEDIUM / LARGE,19816617.2,2012
JCT CONSULTANCY LIMITED,SMALL BUSINESS,815.84,2014
SOUND ADVICE P.A. INSTALLATIONS LTD.,SMALL BUSINESS,61936,2011
THERA EAST ANGLIA,MEDIUM / LARGE,6329225.46000001,2011
KIP TRAINING LIMITED,SMALL BUSINESS,2454.8,2011
C.A.DESIGN SERVICES LIMITED,SMALL BUSINESS,1960,2014
ACOUSTIC METROLOGY LIMITED,SMALL BUSINESS,7805.92,2012
MRS ANNE WEBB,CHARITY,12048,2011
BLISS APARTMENTS LIMITED,SMALL BUSINESS,7741.66,2012
MANCROFT ADVICE PROJECT (MAP),MEDIUM / LARGE,166932.02,2011
W F C SERVICE CENTRE LTD,SMALL BUSINESS,9740,2013
MSA (BRITAIN) LIMITED,MEDIUM / LARGE,1200,2014
IODA LIMITED,SMALL BUSINESS,3020.76,2012
CAPSTONE FOSTER CARE LIMITED,MEDIUM / LARGE,67093.56,2011
CARE FOCUS LIMITED,SMALL BUSINESS,91000,2013
BROADLAND HOUSING ASSOCIATION LIMITED,NOT DEFINED,1576.32,2014
CIVIC RISK LIMITED,SMALL BUSINESS,13067.2,2011
TOTAL NETWORK TECHNOLOGIES LIMITED,SMALL BUSINESS,22384.06,2011
VOYAGE 1 LIMITED,MEDIUM / LARGE,1850652.28,2014
ST ANDREW'S HEALTHCARE,MEDIUM / LARGE,10710.36,2014
DSG RETAIL LIMITED,MEDIUM / LARGE,6091.2,2012
EDUZONE LIMITED,SMALL BUSINESS,1531.1,2012
BLACK DOG SIGNS LIMITED,MEDIUM / LARGE,890,2012
THE BRITISH MUSEUM GREAT COURT LIMITED,MEDIUM / LARGE,48420,2013
OFF THE WALL LIMITED,NOT DEFINED,81476.66,2012
BROMLEY LONDON BOROUGH COUNCIL,,22125.92,2011
K W JONES & SON LIMITED,SMALL BUSINESS,1200,2011
READ BROTHERS LIMITED,SMALL BUSINESS,1447.2,2011
GALLOMANOR COMMUNICATIONS LIMITED,SMALL BUSINESS,6700,2012
CITYGATE DEVELOPMENTS 2005 LIMITED,SMALL BUSINESS,41644.28,2014
BUSSEY & SABBERTON BROS.LIMITED,MEDIUM / LARGE,10197.06,2013
HEALTHCARE HOMES LTD,MEDIUM / LARGE,836263.299999999,2013
M.F.C. SURVIVAL LIMITED,SMALL BUSINESS,51091.24,2011
SOUTHERN ELECTRIC GAS LIMITED,MEDIUM / LARGE,7732700.55999999,2011
CDPSOFT LIMITED,MEDIUM / LARGE,13290,2012
NORFOLK NETWORK LIMITED,NOT DEFINED,74000,2011
HARVEY&CO LTD,,3586.52,2011
BHR PHARMACEUTICALS LIMITED,SMALL BUSINESS,1019.24,2013
